NASA Outgassing Database
source: http://outgassing.nasa.gov
data last updated: 03/29/2013

sample_id	data_ref	mfgr_code	tml	vcm	wvr	time1	temp1	atm1	time2	temp2	atm2	time3	temp3	atm3	time4	temp4	atm4	appl_code
E-720 EPOXY/FIBERGLASS LAMINATE - POTTING FORMS	GSFC7007	SPI	0.54	0.04	0.19													LAMINATE
E-765/120 E-GLASS FIBERGLASS PREPREG	GSC31867	PAK	0.30	0.01	0.21													LAMINATE
E-765/7781 E-GLASS FIBERGLASS PREPREG	GSC31870	PAK	0.19	0.00	0.11													LAMINATE
E80-106 ALUMINIM FILLED EPOXY	GSC33226	ALF	0.57	0.00	0.40													ADHESIVE
E80-106 ALUMINUM FILLED EPOXY	GSC33556	ALF	0.62	0.02	0.23													ADHESIVE
EA 7 POLYESTER FILM INSULATOR - FROSTY	GSFC7010	EAS	0.46	0.01	0.31													FILM INSULATOR
EA 8 A/B AS 100/6 BW BROWN EPOXY	GSFC8627	HYS	0.98	0.02	0.39	90M	93	AIR										ADHESIVE
EA 901/B1 AS 100/11 BW EPOXY MAROON	GSFC9954	HYS	0.83	0.04	0.23	5H	116	AIR										ADHESIVE
EA 907 A/B AS 10/8 BW LIGHT BLUE EPOXY	GSC12628	HYS	3.60	1.03	0.58	3D	25	AIR	2H	82	AIR							ADHESIVE
EA 9203 ONE COMPONENT PRIMER FOR EPOXY	GSFC8498	HYS	19.65	1.96	7.37	1H	25	AIR										PRIMER
EA 921 A/B AS 4/1 BW GRAY EPOXY	GSFC5094	HYS	2.42	0.02		2H	71	AIR										ADHESIVE
EA 9307 A/B AS 100/14 BW BROWN EPOXY	GSC10026	HYS	0.48	0.00	0.28	30M	121	AIR	2H	82	AIR							ADHESIVE
EA 9309 A/B AS 100/23 BW EPOXY	GSFC4015	HYS	1.41	0.26		43H	25	AIR										POTTING
EA 9309 A/B AS 100/23 BW EPOXY	GSFC6794	HYS	2.18	0.00	0.75	7D	25	AIR										ADHESIVE
EA 9309 A/B AS 100/23 BW EPOXY	GSFC9620	HYS	1.25	0.00	0.29	7D	25	AIR	5H	74	AIR							ADHESIVE
EA 9309 A/B AS 100/23 BW EPOXY	GSFC9659	HYS	1.05	0.02	0.32	72H	25	AIR	30M	74	AIR							ADHESIVE
EA 9309 A/B AS 100/23 BW EPOXY LOT 29195	GSC12124	HYS	1.20	0.02	0.44	12D	25	AIR										ADHESIVE
EA 9309 A/B AS 100/23 BW EPOXY LOT FQAS 90551	GSFC6323	HYS	3.27	0.02	1.16	24H	25	AIR										POTTING
EA 9309 NA PINK (OR PEACH) A/B 100:23 	GSC29593	LTC	0.99	0.01	0.34	7D	25											ADHESIVE
EA 9309.2 (NEW FORMULATION)	GSC30289	LTC	1.29	0.02	0.32	7D	25	AIR	8H	70C	AIR							ADHESIVE
EA 9309.2 NA 101/22 A/B PBW (TEST SAMPLE C)	GSC30862	HKL	1.16	0.01	0.34	8H	75	AIR										ADHESIVE
EA 9309.2 NA 101/22 A/B PBW (TEST SAMPLE C)	GSC30865	HKL	1.10	0.01	0.39	8H	65	AIR										ADHESIVE
EA 9309.2 NA 99/22 A/B PBW (TEST SAMPLE A)	GSC30856	HKL	1.15	0.01	0.33	8H	75	AIR										ADHESIVE
EA 9309.2 NA 99/22 A/B PBW (TEST SAMPLE B)	GSC30859	HKL	1.13	0.01	0.35	8H	65	AIR										ADHESIVE
EA 9309.2 NA, A/B 100/22 PBW BLUE	GSC30799	HKL	1.46	0.01	0.56	8H	50											ADHESIVE
EA 9309.2 NA, A/B 100/22 PBW BLUE	GSC30802	HKL	1.38	0.00	0.55	8H	70											ADHESIVE
EA 9309.2NA A/B AS 100/22 BW BLUE	GSC16202	HYS	1.11	0.01	0.45	24H	25	AIR	8H	71	AIR							ADHESIVE
EA 9309.2NA A/B AS 100/22 BW BLUE	GSC24291	HYS	0.79	0.00	0.28	24H	65	AIR										ADHESIVE
EA 9309.2NA A/B AS 100/22 BW BLUE	GSC24306	HYS	0.78	0.00	0.24	48H	65	AIR										ADHESIVE
EA 9309.2NA A/B AS 100/22 BW BLUE	GSC24318	HYS	0.80	0.01	0.25	7D	25	AIR										ADHESIVE
EA 9309.3 A/B AS 100/22/0.5% POLYPROPYLENE BEADS BW	GSFC9002	HYS	0.95	0.03	0.37	7D	25	AIR										POTTING
EA 9309.3 A/B AS 100/22/0.5% POLYPROPYLENE BEADS BW	GSFC9011	HYS	0.99	0.02	0.43	24H	25	AIR	4H	71	AIR							POTTING
EA 9309.3 NA PURPLE 100:22 A/B PBW)	GSC29602	LTC	1.08	0.00	0.27	3-5D	25											ADHESIVE
EA 9309.3NA A/B AS 100/22 B/W PURPLE EPOXY	GSC30154	LTC	1.21	0.01	0.49	1H	65	AIR										ADHESIVE
EA 9309.3NA A/B AS 100/22 BW ORANGE	GSC24309	HYS	0.82	0.01	0.27	48H	65	AIR										ADHESIVE
EA 9309.3NA A/B AS 100/22 BW PURPLE	GSC15414	HYS	1.41	0.01	0.51	7D	25	AIR										ADHESIVE
EA 9309.3NA A/B AS 100/22 BW PURPLE	GSC24294	HYS	0.77	0.00	0.25	24H	65	AIR										ADHESIVE
EA 9309.3NA A/B AS 100/22 BW PURPLE LOT 6021	GSC15550	HYS	1.24	0.02	0.48	5D	25	AIR	4H	66	AIR							ADHESIVE
EA 9309.3NA A/B AS 100/23 BW PURPLE	GSC24315	HYS	0.89	0.01	0.29	7D	25	AIR										ADHESIVE
EA 9309NA A/B AS 100/23 BW EPOXY ROSE LOT 8040	GSC17466	HYS	1.61	0.02	0.42	7D	25	AIR										ADHESIVE
EA 9309NA A/B AS 100/23 BW ORANGE	GSC24297	HYS	0.83	0.00	0.24	24H	65	AIR										ADHESIVE
EA 9309NA A/B AS 100/23 BW ORANGE	GSC24312	HYS	0.93	0.01	0.28	48H	65	AIR										ADHESIVE
EA 9309NA A/B AS 100/23 BW ORANGE	GSC24321	HYS	0.95	0.01	0.26	7D	25	AIR										ADHESIVE
EA 9313 A/B AS 4/1 PBW EPOXY	GSC20130	HYS	1.83	0.06	0.53	5D	25	AIR										ADHESIVE
EA 9313 ORANGE EPOXY	GSFC8732	HYS	2.08	0.15	0.40	16H	25	AIR	6H	80	AIR							ADHESIVE
EA 9313/SILTEX 44 AS 1/1.67 PBW QUARTZ FILLED EPOXY	GSC20127	HYS	0.70	0.02	0.17	5D	25	AIR										ADHESIVE
EA 9313/SILTEX 44 AS 10/8 PBW QUARTZ FILLED EPOXY	GSC20124	HYS	1.34	0.06	0.35	5D	25	AIR										ADHESIVE
EA 9320 A/B AS 100/19 BW BLUE EPOXY	GSC10029	HYS	1.12	0.04	0.34	15M	121	AIR										ADHESIVE
EA 9320 NA A/B AS 100/19 BW BLUE EPOXY	GSC25182	HYS	1.05	0.03	0.22	2H	85	AIR										ADHESIVE
EA 9321 A/B AS 2/1 BW GRAY EPOXY LOT 8046	GSC17468	HYS	1.06	0.00	0.35	7D	25	AIR										ADHESIVE
EA 9321 GRAY EPOXY	GSFC8291	HYS	0.94	0.04	0.39	90M	66	AIR										ADHESIVE
EA 9323 A/B AS 100/45 BW YELLOW EPOXY	GSC15909	HYS	0.86	0.00	0.41	7D	25	AIR										ADHESIVE
EA 9330 AS 100/33 BW EPOXY	GSC25411	HYS	1.40	0.01	0.43	2H	85	AIR										ADHESIVE
EA 934 A/B AS 100/33 BW GRAY EPOXY	GSC10592	HYS	0.79	0.01	0.49	7D	25	AIR	24H	60	AIR							COATING
EA 934 A/B AS 100/33 BW GRAY EPOXY	GSC10601	HYS	1.07	0.01	0.46	30D	25	AIR										COATING
EA 934 A/B AS 100/33 BW GRAY EPOXY	GSC14770	HYS	0.87	0.00	0.43	7D	25	AIR										ADHESIVE
EA 934 A/B AS 100/33 BW GRAY EPOXY	GSFC9686	HYS	1.01	0.03	0.40	24H	25	AIR										ADHESIVE
EA 934 A/B AS 100/33 BW GRAY EPOXY (EPON 934)	GSFC7475	HYS	0.49	0.01	0.27	7D	25	AIR										ADHESIVE
EA 934 A/B AS 100/73 BW GRAY EPOXY	GSC10595	HYS	2.20	0.19	0.74	7D	25	AIR	24H	60	AIR							COATING
EA 934 A/B AS 100/73 BW GRAY EPOXY	GSC10604	HYS	2.74	0.15	0.66	30D	25	AIR										COATING
EA 934NA A/B AS 100/33 BW FROZEN PRE-MIX GRAY EPOXY	GSC18216	HYS	0.65	0.00	0.50	7D	25	AIR										ADHESIVE
EA 934NA A/B AS 100/33 BW GRAY EPOXY	GSC11057	HYS	0.54	0.01	0.41	7D	25	AIR										ADHESIVE
EA 9359.3 A/B AS 2/1 PBW GREEN EPOXY	GSC21459	HYS	2.91	0.02	0.66	1H	82	AIR										ADHESIVE
EA 9394 A/B AS 100/17 BW GRAY EPOXY	GSC17063	HYS	1.71	0.04	0.70	7D	25	AIR										ADHESIVE
EA 9394 A/B AS 100/17 BW GRAY EPOXY	GSC17085	HYS	1.14	0.00	0.33	7D	25	AIR	24H	65	AIR							ADHESIVE
EA 9394 A/B AS 100/17 BW GRAY EPOXY	GSC19409	HYS	1.37	0.01	0.52	3H	85	AIR										ADHESIVE
EA 9394 A/B AS 100/17 BW GRAY EPOXY	GSC23793	HYS	1.39	0.01	0.36	1D	25	AIR										ADHESIVE
EA 9394 GRAY, MIX RATIO A/B 100:17 PBW	GSC29596	LTC	0.92	0.00	0.30	7D	25											ADHESIVE
EA 9394/0.5% CP1619 BLUE FLUORESCENT DYE	GSC19411	HYS	1.41	0.01	0.48	3H	85	AIR										ADHESIVE
EA 9394/1% CP1619 BLUE FLUORESCENT DYE	GSC19351	HYS	1.74	0.03	0.70	2H	66	AIR										ADHESIVE
EA 9394/1% P1616 YELLOW FLUORESCENT DYE	GSC19353	HYS	1.02	0.01	0.62	2H	66	AIR										ADHESIVE
EA 9394/1% P1616 YELLOW FLUORESCENT DYE	GSC19415	HYS	1.27	0.01	0.45	3H	85	AIR										ADHESIVE
EA 9394/1% P6-OG0513 ORANGE FLUORESCENT DYE	GSC19413	HYS	1.18	0.01	0.52	3H	85	AIR										ADHESIVE
EA 9395 A/B AS 100/17 PBW BLUE EPOXY	GSC19682	HYS	1.08	0.01	0.48	7D	25	AIR										ADHESIVE
EA 9396	GSC30166	HYS	0.99	0.00	0.38	2H 	70	AIR										ADHESIVE
EA 9396 A/B AS 100/30 BW GREEN EPOXY	GSC18570	HYS	1.24	0.01	0.56	7D	25	AIR										ADHESIVE
EA 9396 A/B AS 100/30 BW GREEN EPOXY	GSC18572	HYS	1.15	0.01	0.56	2H	90	AIR										ADHESIVE
EA 9396 A/B/BORON PWDR AS 100/30/70 BW DARK BROWN	GSC18519	HYS	1.17	0.01	0.46	14D	25	AIR										ADHESIVE
EA 9414.1 ONE COMPONENT EPOXY WHITE	GSC10032	HYS	0.78	0.14	0.26	30M	121	PSI										ADHESIVE
EA 9430 A/B AS 100/23 BW EPOXY CREAM YELLOW	GSC17690	HYS	1.40	0.01	0.59	5D	25	AIR										ADHESIVE
EA 9434 A/B AS 100/33 BW GRAY NON ASBESTOS EPOXY	GSC15768	HYS	0.47	0.01	0.46	7D	25	AIR										ADHESIVE
EA 9460 A/B AS 1/1 PBW GRAY EPOXY	GSC21238	HYS	4.63	0.02	0.29	30M	121	 AIR										ADHESIVE
EA 951 SUPPORTED EPOXY ADHESIVE FILM GRAY	GSFC5803	HYS	2.15	0.19		1H	177	AIR										ADH FILM
EA 953 EPOXY	GSFC2847	HYS	2.28	0.06														ADHESIVE
EA 9559 BROWN EPOXY	GSFC8721	HYS	0.80	0.00	0.46	2H	177	AIR										POTTING
EA 956 A/B AS 100/58 PBW CLEAR YELLOW EPOXY	GSC20692	HYS	0.98	0.01	0.47	7D	25	AIR										ADHESIVE
EA 956 A/B/CABOSIL AS 10/5.8/.32 BW YELLOW EPOXY	GSC24111	HYS	1.36	0.03	0.45	1H	93	AIR										ADHESIVE
EA 956 A/B/CABOSIL AS 10/5.8/.32 BW YELLOW EPOXY	GSC24117	HYS	1.32	0.05	0.31	1H	132	AIR										ADHESIVE
EA 956 A/B/PGE AS 10/5.8/0.2 BW YELLOW EPOXY	GSC15052	HYS	0.69	0.00	0.34	5D	25	AIR										ADHESIVE
EA 956 A/B/PGE AS 10/5.8/0.2 BW YELLOW EPOXY	GSC15078	HYS	1.03	0.01	0.42	1H	93	AIR										ADHESIVE
EA 956 A/B/PGE AS 10/5.8/0.5 BW YELLOW EPOXY	GSC15054	HYS	0.70	0.00	0.34	5D	25	AIR										ADHESIVE
EA 956 A/B/PGE AS 10/5.8/0.5 BW YELLOW EPOXY	GSC15080	HYS	1.00	0.00	0.38	1H	93	AIR										ADHESIVE
EA 956 EPOXY	GSFC2849	HYS	0.69	0.02														ADHESIVE
EA 9601 SUPPORTED EPOXY ADHESIVE FILM YELLOW	GSFC5805	HYS	1.54	0.44		1H	121	AIR										FILM ADHESIVE
EA 9628 SUPPORTED EPOXY ADHESIVE FILM GREEN	GSC16751	HYS	1.29	0.12	0.61	90M	121	AIR										ADHESIVE
EA 9653 EPOXY FILM ADHESIVE	GSFC5214	HYS	1.34	0.00		1H	177	E-1										FILM ADHESIVE
EA 9814NA BLUE/GREEN EPOXY FOAM	GSC21645	HYS	0.81	0.06	0.47	1H	127	E-2										ADHESIVE
EA9309.2 NA WITH 1% BY WEIGHT NI SPHERES (0.005 IN)	GSC30727	ATK	1.21	0.00	0.24	7D	25	AIR										ADHESIVE
EA9309.2 NA WITH 1% BY WEIGHT NI SPHERES (0.005 IN)	GSC30754	ATK	1.15	1.15	0.35	36H	50	E-1										ADHESIVE
EA9309.2NA A/B AS 100/22 BW BLUE	GSC23386	HYS	2.07	0.00	0.03													ADHESIVE
EA9309.2NA A/B AS 100/29.5 BW BLUE	GSC25471	HYS	0.64	0.01	0.33	104H	85	GN2										ADHESIVE
EASTMAN 910 CYANOACRYLIC/FOIL SANDWICH	GSFC6836	EAC	6.15	0.00	0.51	5D	25	AIR										ADHESIVE
EASTMAN FA FILM 04010	GSFC4784	EAS	0.27	0.05														FILM ADHESIVE
EASYPOXY K-20 A/B AS 100/45 BW TAN EPOXY	GSC18188	CON	1.16	0.01	0.20	24H	25	AIR										STAKING CPND
EASYPOXY K-20 A/B AS 100/45 BW TAN EPOXY	GSC18190	CON	1.05	0.01	0.19	16H	25	AIR	2H	65	AIR							STAKING CPND
EASYPOXY K-20 A/B AS 100/45 BW TAN EPOXY	GSC18192	CON	1.07	0.01	0.20	2H	65	AIR										STAKING CPND
EASYPOXY K-20 REPAIR KIT A/B AS EQUAL BEADS FR TUBES	GSFC4388	CON	0.65	0.01		24H	25	AIR										ADHESIVE
EASYPOXY K-20 REPAIR KIT A/B AS EQUAL BEADS FR TUBES	GSFC4390	CON	0.55	0.01		4H	50	AIR										ADHESIVE
EASYPOXY K230 EQUAL LENGTHS FR TUBES YELLOW EPOXY	GSC17840	CON	0.66	0.01	0.31	36H	25	AIR										ADHESIVE
EASYPOXY K230 EQUAL LENGTHS FR TUBES YELLOW EPOXY	GSC17866	CON	0.96	0.01	0.41	4H	65	AIR										ADHESIVE
EASYPOXY K-256 A/B AS EQUAL LENGTHS FROM TUBES WHITE	GSFC6287	CON	0.60	0.04	0.07	24H	25	AIR										ADHESIVE
EASYPOXY K-26 WHITE EPOXY	GSC12712	CON	1.11	0.05	0.20	2H	66	AIR										ADHESIVE
EASYPOXY K-40 A/B AS EQUAL LENGTHS FROM TUBES GRAY	GSFC6281	CON	0.60	0.02	0.15	24H	25	AIR										ADHESIVE
EASYPOXY K-43 A/B AS EQUAL LENGTHS FROM TUBES BLUE	GSFC6284	CON	19.87	0.08	0.36	24H	25	AIR										ADHESIVE
EC 102 BLACK ELEC CONDUCTIVE SILICONE	GSC15173	CHR	0.88	0.38	0.01													GASKET
EC 1386 ONE COMPONENT EPOXY	GSC16229	MMM	0.65	0.07	0.28	45M	177	AIR										POTTING
EC 1614 A/B AS 1/1 BW EPOXY ADH	GSFC2607	MMM	1.90	0.12		1H	66	AIR	72H	66	AIR							ADHESIVE
EC 1663 A/B AS 1/10 BW SILICONE SEALANT	GSFC0308	MMM	1.27	0.21		36H	52	AIR	72H	25	AIR							POTTING
EC 1663 A/B AS 1/10 BW SILICONE SEALANT	GSFC0332	MMM	0.80	0.10		14D	25	AIR										POTTING
EC 1663 A/B AS 1/10 BW SILICONE SEALANT	GSFC0634	MMM	1.07	0.26		3H	52	AIR										POTTING
EC 1663 A/B AS 1/10 BW SILICONE SEALANT	GSFC0643	MMM	1.00	0.23														POTTING
EC 1663 A/B AS 1/10 BW SILICONE SEALANT	GSFC0713	MMM	1.79	0.19		24H	25	AIR										POTTING
EC 1663 A/B AS 1/10 BW SILICONE SEALANT	GSFC4192	MMM	1.02	0.19		7D	25	AIR										POTTING
EC 1663 A/B AS 1/10 BW SILICONE SEALANT	GSFC4340	MMM	0.94	0.22		30D	25	AIR										POTTING
EC 1663 A/B AS 1/10 BW SILICONE SEALANT	GSFC4366	MMM	1.06	0.20		30D	25	AIR										POTTING
EC 1675 A/B AS 1/10 BW POLYSULFIDE SEALANT	GSFC4294	MMM	7.14	0.45		48H	25	AIR										SEALANT
EC 1981 FLEXIBLE COATING - CLEAR	GSFC9933	MMM	1.45	0.08	0.03	48H	25	AIR										CONF COAT
EC 2126 BUNA N ADHESIVE	GSFC3584	MMM	9.48	1.32		72H	25	AIR										ADHESIVE
EC 2258 EPOXY	GSFC3371	MMM	1.00	0.00		24H	175	AIR										ADHESIVE
EC 2258 EPOXY	GSFC3373	MMM	0.78	0.00		1.5H	175	PSI										ADHESIVE
EC 2290 EPOXY ADH	GSFC3495	MMM	0.20	0.15		30M	82	AIR	30M	177	AIR							ADHESIVE
EC 2290 EPOXY ADH	GSFC3560	MMM	0.01	0.01		30M	82	E-4	30M	177	E-4							ADHESIVE
EC 2290 EPOXY ADHESIVE	GSFC8735	MMM	1.60	0.00	0.63	2H	177	AIR										ADHESIVE
EC 3439 EPOXY FOAM WHITE ONE PART SYSTEM	GSFC4258	MMM	2.53	0.28		1H	121	AIR										FOAM SEALANT
EC 3500 B/A AS 2/3 BW EPOXY ADHESIVE	GSFC3664	MMM	0.19	0.06		1H	121	AIR										ADHESIVE
EC 3500 EPOXY ADHESIVE	GSFC3618	MMM	0.40	0.00		60M	170	PSI										ADHESIVE
EC 3524/EC 3624 AS 100/94 BW EPOXY FOAM BLUE	GSFC4260	MMM	3.84	0.51		16H	25	AIR										FOAM SEALANT
EC 3549 A/B AS 1/1 BW BROWN POLYURETHANE	GSC17736	MMM	2.12	0.31	0.81	24H	25	AIR										ADHESIVE
EC 3584 GREEN FLAME RETARD EPOXY FOAM	GSC16043	MMM	1.81	0.04	0.88	16H	25	AIR										ADHESIVE
EC-69 LEAD ZIRCONATE TITANATE	GSC19579	EDO	0.02	0.00	0.01													PIEZOELECTRIC
EC-76 LEAD MAGNESIUM NIOBATE	GSC19573	EDO	0.03	0.00	0.01													PIEZOELECTRIC
EC-97 LEAD ZIRCONATE TITANATE	GSC19575	EDO	0.02	0.00	0.00													PIEZOELECTRIC
EC-98 LEAD MAGNESIUM NIOBATE	GSC19577	EDO	0.04	0.00	0.01													PIEZOELECTRIC
ECCOBOND 104 A/B AS 100/64 BW GRAY/GREEN EPOXY	GSFC8378	EMC	0.52	0.08	0.19	6H	120	AIR										ADHESIVE
ECCOBOND 24 A/B AS 100/28 BW CLEAR EPOXY	GSFC5162	EMC	1.69	0.04		24H	25	AIR										ADHESIVE
ECCOBOND 24 A/B AS 100/28 BW W/4-5% BW BLUE PIGMENT	GSFC5924	EMC	1.69	0.43	0.25	7D	25	AIR										POTTING
ECCOBOND 24 A/B AS 30/8 BW CLEAR EPOXY	GSFC5957	EMC	1.31	0.13	0.30	7D	25	AIR										POTTING
ECCOBOND 276/CAT 17 AS 10/1 BW EPOXY	GSFC3939	EMC	0.49	0.00		2H	80	AIR	1H	150	AIR	2H	200	AIR				ADHESIVE
ECCOBOND 276/CAT 17 AS 10/1 PBW BLACK EPOXY	GSC20910	EMC	0.38	0.01	0.15	3H	175	AIR										POTTING
ECCOBOND 281 ONE PART EPOXY - BLACK	GSC20805	EMC	0.46	0.01	0.11	30M	150	AIR										THERM COND ADH
ECCOBOND 281 ONE PART EPOXY - BLACK	GSFC6694	EMC	0.35	0.06	0.16	5H	80	AIR										THERM COND ADH
ECCOBOND 281 WITH HYCAR CTBN	GSC29614	EMC	0.71	0.11	0.22	2H	115	AIR										TACKING COMPOUND
ECCOBOND 285 CAT 24L/V BLACK EPOXY A/B 25/2 PBW	GSC32584	EMC	0.80	0.03	0.08													ADHESIVE
ECCOBOND 285/11 AS 20/1 BW EPOXY	GSFC3321	EMC	0.28	0.01		8H	82	AIR										ADHESIVE
ECCOBOND 285/23LV AS 25/2 BW BLACK EPOXY	GSC17496	EMC	0.93	0.02	0.12	7D	25	AIR										ADHESIVE
ECCOBOND 285/24LV AS 25/2 BW BLACK EPOXY	GSC17518	EMC	1.24	0.02	0.13	7D	25	AIR										ADHESIVE
ECCOBOND 285/24LV AS 25/2 BW EPOXY	GSFC3347	EMC	1.00	0.00		24H	25	AIR										ADHESIVE
ECCOBOND 285/9 A/B AS 25/1 PBW BLACK EPOXY	GSC18838	EMC	0.32	0.01	0.10	24H	25	AIR										ADHESIVE
ECCOBOND 285/9 AS 100/3.5 PBW BLACK EPOXY	GSC20653	EMC	0.29	0.00	0.07	7D	25	AIR										ADHESIVE
ECCOBOND 285/9 AS 25/1 BW EPOXY	GSFC3319	EMC	0.48	0.01		24H	25	AIR										ADHESIVE
ECCOBOND 285/CATALYST 9, 100:3.5 A:B PBW 	GSC29572	EMC	0.29	0.00	0.08	1.5H	93											THERMAL COND ADHESIVE
ECCOBOND 285/EPON 815/CAT 21 A/B/C AS 99/1/7 BW	GSC24093	EMC	2.46	1.00	0.12	18M	135	E-2	6H	66	AIR							ADHESIVE
ECCOBOND 286 A/B AS 1/1 BW EPOXY	GSFC2545	EMC	1.58	0.71		24H	25	AIR										ADHESIVE
ECCOBOND 45 CAT 15	GSC33670	ELA	5.08	0.23	0.48	1H	25	AIR	2H	180	AIR							ADHESIVE
ECCOBOND 45/15 AS 1/1 BW BLACK EPOXY	GSC14962	EMC	2.57	0.04	0.28	30M	104	AIR										ADHESIVE
ECCOBOND 45/15 AS 1/1 BW SEMI-RIGID EPOXY BLACK	GSFC3445	EMC	5.86	0.10		30M	104	AIR										ADHESIVE
ECCOBOND 45/15 AS 1/2 BW SEMI-RIGID EPOXY CLEAR	GSFC3447	EMC	7.92	0.07		30M	104	AIR										ADHESIVE
ECCOBOND 45/15 AS 10/17 BW YELLOW EPOXY	GSC16874	EMC	7.16	0.09	1.07	4H	25	AIR	2H	66	AIR							ADHESIVE
ECCOBOND 45LV/15 AS 1/1 BW EPOXY	GSC23862	EMC	2.77	0.02	0.22	30M	105	AIR										ADHESIVE
ECCOBOND 45LV/15 AS 1/2 BW EPOXY	GSC23865	EMC	5.36	0.16	0.36	30M	105	AIR										ADHESIVE
ECCOBOND 45LV/15LV AS 2/1 BW SEMI-RIGID EPOXY BLACK	GSFC3449	EMC	1.98	0.02		30M	104	AIR										ADHESIVE
ECCOBOND 45LV/15LV AS 4/1 BW EPOXY	GSFC3848	EMC	2.21	0.73		24H	50	AIR										POTTING
ECCOBOND 51/11 AS 100/9 BW BLACK EPOXY	GSC24096	EMC	0.74	0.13	0.12	1H	125	AIR										ADHESIVE
ECCOBOND 51/9 AS 100/7 BW	GSFC0542	EMC	0.18	0.02		48H	95	E-1										ADHESIVE
ECCOBOND 51/9 AS 100/7 BW	GSFC0545	EMC	0.44	0.02		24H	25	AIR										ADHESIVE
ECCOBOND 51/9 AS 100/7 BW	GSFC0548	EMC	0.47	0.05		24H	25	AIR	1H	66	AIR							ADHESIVE
ECCOBOND 55 4:1 MIX RATIO (RESIN: LV24 HARDENER)	GSC29164	EMC	1.16	0.12	0.20													EPOXY
ECCOBOND 55/15 AS 10/17 BW YELLOW EPOXY	GSC16877	EMC	6.99	0.13	0.94	4H	25	AIR	2H	66	AIR							ADHESIVE
ECCOBOND 55/9 AS 50/6 BW EPOXY	GSFC8786	EMC	0.46	0.01	0.27	24H	25	AIR										ADHESIVE
ECCOBOND 55/9 AS 50/6 BW EPOXY	GSFC8789	EMC	0.45	0.02	0.29	30M	66	AIR										ADHESIVE
ECCOBOND 55/9 AS 50/6 BW EPOXY LOT 1A00470002 NEW	GSC13981	EMC	0.51	0.01	0.27	7D	25	AIR										CONF COAT
ECCOBOND 55/9 AS 50/6 BW EPOXY LOT 1A00470002 OLD	GSC13984	EMC	0.59	0.05	0.25	7D	25	AIR										CONF COAT
ECCOBOND 55/CAT 9 A/B AS 100/13.5 BW EPOXY	GSC26977	EMC	0.69	0.02	0.21													ADHESIVE
ECCOBOND 55/CAT 9 A/B AS 100/9 BW EPOXY	GSC26980	EMC	0.39	0.02	0.13													ADHESIVE
ECCOBOND 56C CONDUCTIVE EPOXY	GSFC1978	EMC	0.24	0.03														COND ADHESIVE
ECCOBOND 56C/9 AS 40/1 BW SOLDER	GSFC8354	EMC	0.23	0.01	0.07	30M	25	AIR	1H	60	AIR							ADHESIVE
ECCOBOND 56C/9 AS 40/1 PBW COND EPOXY SOLDER	GSC21567	EMC	0.19	0.02	0.05	7D	25	AIR										COND ADHESIVE
ECCOBOND 56C/AGE/TI EPOXY ADHESIVE - PBW 100/5.6/9.5	GSC30457	EMC	1.96	0.83	0.18	2H	65	AIR										PLASTIC
ECCOBOND 56C/CAT 9	GSC30970	EMC	0.20	0.01	0.04													CONDUCTIVE ADHESIVE
ECCOBOND 56C/CAT11 AS 30/1 BW CONDUCTIVE EPOXY	GSC23514	EMC	0.31	0.01	0.09	3H	100	AIR										COND ADHESIVE
ECCOBOND 56C/CATALYST 9 A/B 100:2.5  PBW	GSC29590	EMC	0.10	0.01	0.04	45M	77											CONDUCTIVE EPOXY
ECCOBOND 57C A/B AS 1/1 BW COND EPOXY SILVER	GSFC8087	EMC	0.52	0.04	0.13	7D	25	AIR										COND ADHESIVE
ECCOBOND 57C A/B AS 1/1 BW COND EPOXY SILVER	GSFC8141	EMC	0.36	0.03	0.07	30M	150	AIR										COND ADHESIVE
ECCOBOND 57C A/B AS 1/1 PBW COND EPOXY SOLDER	GSC21569	EMC	0.50	0.04	0.06	7D	25	AIR										COND ADHESIVE
ECCOBOND 582/CAT 9 AS 100/7 BW EPOXY	GSFC5216	EMC	5.38	0.02		16H	25	AIR										POTTING
ECCOBOND 58C SOLDER SILVER FILLED EPOXY	GSFC4170	EMC	0.36	0.17		2H	149	AIR										COND ADHESIVE
ECCOBOND 59C SILICONE CONDUCTIVE ADHESIVE/F	GSC23955	EMC	1.16	0.45	0.01													COND ADHESIVE
ECCOBOND 60L A/B AS 10/3 BW SILVER FILLED EPOXY	GSFC2296	EMC	1.54	0.07		24H	25	AIR										COND ADHESIVE
ECCOBOND 60L A/B AS 10/3 BW SILVER FILLED EPOXY	GSFC2687	EMC	1.17	0.03		24H	25	AIR										COND ADHESIVE
ECCOBOND 787 A/B AS 1/1 BW THIXOTROPIC EPOXY	GSFC2709	EMC	1.29	0.03		24H	25	AIR										ADHESIVE
ECCOBOND 83C A/B AS 100/2.7 BW SILVER FILLED EPOXY	GSC14698	EMC	2.94	0.03	0.16	3H	65	AIR										COND ADHESIVE
ECCOBOND 83C A/B AS 100/2.7 BW SILVER FILLED EPOXY	GSC14773	EMC	2.44	0.01	0.12	24H	65	AIR										COND ADHESIVE
ECCOBOND 83C A/B AS 100/3.5 BW BI-PAK SILVER FILLED	GSC12230	EMC	0.64	0.02	0.08	1H	66	AIR										COND ADHESIVE
